Target Name,Target Accession,Target Length,Query Name,Query Accession,Query Length,E-value,Score,Bias,Domain Index,Domain Count,Cond. E-value,Domain Ind. E-value,Domain Bit-score,Domain Bias,Query Ali. Start,Query Ali. End,Target Ali. Start,Target Ali. End,Target Env. Start,Target Env. End,Acc,Description,Mapped PDB(s),Number of Identical Sequences,targetCoverage
YLM1_1000,YLM1_1000,552,Query,-,528,1.6e-171,584.4,20.2,1,1,8.1e-176,1.9e-171,584.2075195,20.22,3,521,6,517,4,524,0.98,thermosome subunit,,0,0.96969696969697
THRCLA_04384,THRCLA_04384,543,Query,-,528,1.7e-171,584.4,3.9,1,1,8.1e-176,1.9e-171,584.2205811,3.91,4,525,3,534,1,537,0.98,T-complex protein 1 subunit zeta,,0,1.00757575757576
TTHERM_00149340,TTHERM_00149340,539,Query,-,528,1.7e-171,584.4,12,1,1,8.7e-176,2.1e-171,584.1151733,12.01,9,524,16,536,9,539,0.97,TCP-1/cpn60 chaperonin family protein,,0,0.986742424242424
MARPO_0013s0040,MARPO_0013s0040,535,Query,-,528,1.7e-171,584.4,9.6,1,1,8.1e-176,1.9e-171,584.2149048,9.62,4,525,2,533,1,535,0.98,hypothetical protein,,0,1.00757575757576
MettiDRAFT_0374,MettiDRAFT_0374,544,Query,-,528,1.8e-171,584.3,27.4,1,1,9.2e-176,2.2e-171,584.0298462,27.36,2,523,8,525,7,529,0.98,chaperonin GroEL,,0,0.981060606060606
EIN_346700,EIN_346700,544,Query,-,528,1.8e-171,584.3,14.6,1,1,9.7e-176,2.3e-171,583.9634399,14.62,13,524,13,537,7,541,0.98,T-complex protein 1 subunit alpha, putative,,0,0.994318181818182
PVX_124100,PVX_124100,544,Query,-,528,2.1e-171,584.1,14.1,1,1,1e-175,2.5e-171,583.8599854,14.14,4,523,7,532,4,537,0.98,T-complex protein 1, gamma subunit, putative,,0,0.996212121212121
PVIIG_03937,PVIIG_03937,544,Query,-,528,2.1e-171,584.1,14.1,1,1,1e-175,2.5e-171,583.8599854,14.14,4,523,7,532,4,537,0.98,T-complex protein 1, gamma subunit,,0,0.996212121212121
PVBG_00328,PVBG_00328,544,Query,-,528,2.1e-171,584.1,14.1,1,1,1e-175,2.5e-171,583.8599854,14.14,4,523,7,532,4,537,0.98,T-complex protein 1, gamma subunit,,0,0.996212121212121
PVMG_01695,PVMG_01695,544,Query,-,528,2.1e-171,584.1,14.1,1,1,1e-175,2.5e-171,583.8599854,14.14,4,523,7,532,4,537,0.98,T-complex protein 1, gamma subunit,,0,0.996212121212121
PVNG_06106,PVNG_06106,544,Query,-,528,2.1e-171,584.1,14.1,1,1,1e-175,2.5e-171,583.8599854,14.14,4,523,7,532,4,537,0.98,T-complex protein 1, gamma subunit,,0,0.996212121212121
Tco025E_06137,Tco025E_06137,529,Query,-,528,2.3e-171,584,12.5,1,1,1.1e-175,2.6e-171,583.7971191,12.51,3,524,6,527,4,529,0.98,T-complex protein 1 subunit beta,,0,0.988636363636364
GSEM1_T00005250001,GSEM1_T00005250001,559,Query,-,528,2.4e-171,583.9,10.8,1,1,1.2e-175,2.8e-171,583.6635742,10.77,2,524,6,533,5,537,0.98,,,0,1
BG842_07140,BG842_07140,549,Query,-,528,2.4e-171,583.9,20.4,1,1,1.2e-175,3e-171,583.5969238,20.36,3,523,8,522,6,526,0.98,thermosome subunit,,0,0.975378787878788
C499_14775,C499_14775,544,Query,-,528,2.5e-171,583.8,19.7,1,1,1.3e-175,3e-171,583.5717163,19.69,6,521,2,517,1,522,0.97,thermosome subunit,,0,0.977272727272727
AK812_SmicGene20991,AK812_SmicGene20991,1550,Query,-,528,2.7e-171,583.7,13,1,1,1.5e-175,3.6e-171,583.3289795,13,13,526,1015,1548,1005,1550,0.97,T-complex protein 1 subunit alpha,,0,1.01136363636364
PGAL8A_00451100,PGAL8A_00451100,543,Query,-,528,2.9e-171,583.7,13.7,1,1,1.4e-175,3.5e-171,583.3815918,13.69,4,525,7,533,4,536,0.98,T-complex protein 1 subunit gamma, putative,,0,0.998106060606061
TP01_0241,TP01_0241,531,Query,-,528,2.9e-171,583.6,20.9,1,1,1.5e-175,3.5e-171,583.3689575,20.88,14,518,18,529,10,531,0.98,chaperonin 60 kDa, putative,,0,0.96969696969697
Tc04v2_g011130,Tc04v2_g011130,535,Query,-,528,3e-171,583.6,2.9,1,1,1.4e-175,3.3e-171,583.4470825,2.87,5,524,3,532,1,535,0.98,,,0,1.00378787878788
MSMTP_1257,MSMTP_1257,547,Query,-,528,3.1e-171,583.6,14.3,1,1,1.6e-175,3.8e-171,583.2364502,14.29,3,524,6,523,4,526,0.99,Heat shock protein 60 family chaperone GroEL,,0,0.981060606060606
POVWA2_058740,POVWA2_058740,603,Query,-,528,3.1e-171,583.5,17.1,1,1,1.6e-175,3.8e-171,583.2519531,17.11,4,523,67,591,64,596,0.98,T-complex protein 1 subunit gamma, putative (CCT3),,0,0.994318181818182
C500_19859,C500_19859,550,Query,-,528,3.2e-171,583.5,18.2,1,1,1.6e-175,3.8e-171,583.2611084,18.16,3,523,5,523,3,528,0.98,thermosome,,0,0.982954545454545
Nmag_1469,Nmag_1469,554,Query,-,528,3.2e-171,583.5,18.2,1,1,1.6e-175,3.9e-171,583.2208252,18.16,3,523,9,527,7,532,0.98,thermosome subunit 2,,0,0.982954545454545
MACJ_00001945,MACJ_00001945,531,Query,-,528,3.5e-171,583.4,21.1,1,1,1.8e-175,4.3e-171,583.0811157,21.08,14,517,18,528,10,531,0.98,T-complex protein 1 delta subunit,,0,0.96780303030303
POVWA1_059430,POVWA1_059430,628,Query,-,528,3.6e-171,583.3,17.1,1,1,1.8e-175,4.4e-171,583.043335,17.11,4,523,92,616,89,621,0.98,T-complex protein 1 subunit gamma, putative (CCT3),,0,0.994318181818182
DICPUDRAFT_82419,DICPUDRAFT_82419,538,Query,-,528,3.6e-171,583.3,0.5,1,1,1.9e-175,4.6e-171,582.9697876,0.52,9,521,7,526,2,532,0.98,hypothetical protein,,0,0.984848484848485
DD238_004139,DD238_004139,541,Query,-,528,3.7e-171,583.3,3.7,1,1,2.1e-175,4.9e-171,582.8685913,3.67,8,522,6,530,2,533,0.99,hypothetical protein,,0,0.994318181818182
AOB57_02170,AOB57_02170,547,Query,-,528,3.8e-171,583.2,16.2,1,1,1.9e-175,4.4e-171,583.0267334,16.22,3,524,6,523,4,527,0.99,thermosome subunit,,0,0.981060606060606
C488_04707,C488_04707,551,Query,-,528,4e-171,583.2,17,1,1,2e-175,4.7e-171,582.9311523,16.95,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
Natpe_0423,Natpe_0423,555,Query,-,528,4e-171,583.2,17,1,1,2e-175,4.9e-171,582.8909912,16.95,3,523,9,527,7,532,0.97,thermosome subunit,,0,0.982954545454545
H696_03648,H696_03648,561,Query,-,528,4.1e-171,583.1,10.8,1,1,2.2e-175,5.3e-171,582.7755127,10.82,12,523,19,548,9,551,0.98,T-complex protein 1 subunit alpha,,0,1.00378787878788
DYB36_001746,DYB36_001746,544,Query,-,528,4.2e-171,583.1,1.8,1,1,2.1e-175,4.9e-171,582.883667,1.82,4,527,3,536,1,537,0.98,hypothetical protein,,2,1.01136363636364
PGSY75_1229500,PGSY75_1229500,542,Query,-,528,5.2e-171,582.8,12.8,1,1,2.6e-175,6.3e-171,582.5326538,12.75,3,523,6,531,4,536,0.98,putative T-complex protein 1, gamma subunit,,0,0.996212121212121
DICPUDRAFT_82409,DICPUDRAFT_82409,538,Query,-,528,5.4e-171,582.7,0.4,1,1,2.9e-175,6.9e-171,582.3945923,0.43,9,521,7,526,2,532,0.98,hypothetical protein,,0,0.984848484848485
DD237_004934,DD237_004934,541,Query,-,528,5.6e-171,582.7,3.8,1,1,3.2e-175,7.6e-171,582.2525024,3.78,8,522,6,530,2,533,0.99,hypothetical protein,,0,0.994318181818182
Metho_1699,Metho_1699,549,Query,-,528,5.6e-171,582.7,22.9,1,1,2.7e-175,6.5e-171,582.4783325,22.94,3,524,17,534,15,538,0.97,chaperonin GroEL,,0,0.981060606060606
TTHERM_00670500,TTHERM_00670500,535,Query,-,528,6.3e-171,582.5,6.5,1,1,3.1e-175,7.4e-171,582.2941895,6.48,3,522,2,530,1,534,0.99,TCP-1/cpn60 chaperonin family protein,,0,1.00189393939394
GSPATT00000855001,GSPATT00000855001,532,Query,-,528,6.9e-171,582.4,5.1,1,1,3.2e-175,7.7e-171,582.2337036,5.14,3,523,2,527,1,532,0.99,,,0,0.996212121212121
CMU_021540,CMU_021540,531,Query,-,528,7.5e-171,582.3,8.9,1,1,3.9e-175,9.3e-171,581.9632568,8.89,6,524,7,528,2,530,0.97,T-complex protein 1 beta subunit, putative,,0,0.988636363636364
Mtc_1264,Mtc_1264,545,Query,-,528,7.8e-171,582.2,18.9,1,1,4e-175,9.5e-171,581.9330444,18.87,3,521,9,529,7,535,0.96,Chaperonin GroEL (HSP60 family),,0,0.986742424242424
GSBLH_T00003526001,GSBLH_T00003526001,532,Query,-,528,8.7e-171,582.1,11.8,1,1,4.4e-175,1.1e-170,581.7779541,11.83,15,518,21,529,10,532,0.98,,,0,0.964015151515151
PITG_02502,PITG_02502,857,Query,-,528,9e-171,582,1.9,1,1,5.5e-175,1.3e-170,581.4603271,1.95,9,522,7,530,2,533,0.99,T-complex protein 1 subunit zeta [Source:UniProtKB/TrEMBL;Acc:D0MWH7],,0,0.992424242424242
H310_07733,H310_07733,544,Query,-,528,9e-171,582,1.6,1,1,4.4e-175,1e-170,581.8016968,1.62,4,527,3,536,1,537,0.99,T-complex protein 1, zeta subunit,,0,1.01136363636364
MACL_00000920,MACL_00000920,531,Query,-,528,1.1e-170,581.7,22.3,1,1,5.6e-175,1.3e-170,581.4448853,22.27,14,517,18,528,10,531,0.98,T-complex protein 1 delta subunit,,0,0.96780303030303
TOT_010000224,TOT_010000224,531,Query,-,528,1.1e-170,581.7,22.3,1,1,5.6e-175,1.3e-170,581.4448853,22.27,14,517,18,528,10,531,0.98,T-complex protein 1 delta subunit,,0,0.96780303030303
Pp3c11_26000,Pp3c11_26000,534,Query,-,528,1.1e-170,581.7,12.9,1,1,5.2e-175,1.2e-170,581.5553589,12.88,5,524,3,532,1,534,0.98,,,1,1.00378787878788
Htur_3025,Htur_3025,561,Query,-,528,1.1e-170,581.7,17.9,1,1,5.9e-175,1.4e-170,581.3718872,17.87,3,522,14,531,12,536,0.97,thermosome,,0,0.981060606060606
BEWA_032130,BEWA_032130,533,Query,-,528,1.2e-170,581.6,20.8,1,1,6.4e-175,1.5e-170,581.2588501,20.78,14,518,18,529,9,532,0.98,chaperonin-60kD, ch60, putative,,0,0.96969696969697
SteCoe_11043,SteCoe_11043,544,Query,-,528,1.3e-170,581.5,18.3,1,1,6.5e-175,1.6e-170,581.2297363,18.31,13,526,8,540,2,542,0.98,hypothetical protein,,0,1.0094696969697
SteCoe_8468,SteCoe_8468,540,Query,-,528,1.3e-170,581.5,8.7,1,1,6.4e-175,1.5e-170,581.2411499,8.68,6,524,18,537,13,539,0.98,hypothetical protein,,0,0.984848484848485
C480_11426,C480_11426,550,Query,-,528,1.3e-170,581.4,19.5,1,1,6.7e-175,1.6e-170,581.1786499,19.47,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
C478_01110,C478_01110,551,Query,-,528,1.4e-170,581.4,16.9,1,1,6.8e-175,1.6e-170,581.1659546,16.87,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
AT1G24510,AT1G24510,482,Query,-,528,1.4e-170,581.4,4.3,1,1,7e-175,1.7e-170,581.1231079,4.27,57,520,13,480,10,482,0.99,T-complex protein 1 subunit epsilon [Source:UniProtKB/Swiss-Prot;Acc:O04450],,0,0.988636363636364
Pp3c4_19980,Pp3c4_19980,539,Query,-,528,1.4e-170,581.4,4.4,1,1,1.6e-173,3.9e-169,576.6217651,4.45,2,524,2,514,1,517,0.98,,,0,0.971590909090909
C484_06237,C484_06237,554,Query,-,528,1.4e-170,581.4,19.2,1,1,7.2e-175,1.7e-170,581.0934448,19.22,3,523,9,527,7,532,0.97,thermosome,,0,0.982954545454545
CCACVL1_13147,CCACVL1_13147,535,Query,-,528,1.6e-170,581.2,1.8,1,1,7.2e-175,1.7e-170,581.0785522,1.81,5,524,3,532,1,535,0.98,Chaperonin Cpn60/TCP-1,,0,1.00378787878788
GSPATT00017584001,GSPATT00017584001,536,Query,-,528,1.6e-170,581.2,14.2,1,1,7.8e-175,1.9e-170,580.968811,14.15,6,525,10,534,6,536,0.97,,,0,0.994318181818182
C447_04902,C447_04902,554,Query,-,528,1.7e-170,581.1,18.1,1,1,8.6e-175,2.1e-170,580.8210449,18.05,3,521,4,520,2,525,0.97,thermosome,,0,0.979166666666667
GSPATT00001971001,GSPATT00001971001,536,Query,-,528,1.7e-170,581.1,13.6,1,1,8.3e-175,2e-170,580.87146,13.56,6,525,10,534,6,536,0.97,,,0,0.994318181818182
POVCU1_046090,POVCU1_046090,631,Query,-,528,1.7e-170,581.1,18.4,1,1,9.2e-175,2.2e-170,580.7341309,18.36,5,523,96,619,92,624,0.98,T-complex protein 1 subunit gamma, putative (CCT3),,1,0.992424242424242
C477_08728,C477_08728,555,Query,-,528,1.7e-170,581.1,17.6,1,1,8.9e-175,2.1e-170,580.7757568,17.63,3,522,5,522,3,527,0.97,thermosome,,0,0.981060606060606
PGO_144680,PGO_144680,544,Query,-,528,2e-170,580.9,15.4,1,1,9.7e-175,2.3e-170,580.6633301,15.4,4,520,7,529,4,537,0.98,T-complex protein 1, gamma subunit,,0,0.990530303030303
NJ7G_2665,NJ7G_2665,556,Query,-,528,2e-170,580.9,16.9,1,1,9.9e-175,2.4e-170,580.6248169,16.9,3,523,9,527,7,532,0.97,thermosome,,0,0.982954545454545
PKNOH_S140266900,PKNOH_S140266900,544,Query,-,528,2.1e-170,580.8,14.9,1,1,1e-174,2.5e-170,580.5627441,14.9,4,523,7,532,4,537,0.98,T-complex protein 1 subunit gamma,,0,0.996212121212121
PKH_144620,PKH_144620,544,Query,-,528,2.1e-170,580.8,14.9,1,1,1e-174,2.5e-170,580.5627441,14.9,4,523,7,532,4,537,0.98,t-complex protein 1, gamma subunit, putative,,1,0.996212121212121
Tc03v2_g004860,Tc03v2_g004860,535,Query,-,528,2.2e-170,580.8,3.2,1,1,1e-174,2.4e-170,580.6082153,3.18,5,524,3,532,1,535,0.98,,,0,1.00378787878788
C440_07092,C440_07092,548,Query,-,528,2.2e-170,580.7,19,1,1,1.1e-174,2.6e-170,580.4767456,19.05,6,521,2,517,1,523,0.98,thermosome, beta subunit,,0,0.977272727272727
BN996_02564.1,BN996_02564.1,554,Query,-,528,2.2e-170,580.7,17.5,1,1,1.2e-174,2.8e-170,580.4059448,17.48,3,521,9,527,7,533,0.98,60 kDa chaperonin,,0,0.982954545454545
C482_06317,C482_06317,559,Query,-,528,2.2e-170,580.7,17.7,1,1,1.1e-174,2.7e-170,580.4396973,17.69,3,523,14,532,12,537,0.98,thermosome,,0,0.982954545454545
maker-pag1_scaffold_513-fgenesh-gene-0.0,maker-pag1_scaffold_513-fgenesh-gene-0.0,486,Query,-,528,2.3e-170,580.7,1.5,1,1,1.1e-174,2.6e-170,580.5059814,1.51,44,521,1,482,1,486,0.99,T-complex protein 1 subunit gamma.[Source:PGD;Acc:maker-pag1_scaffold_513-fgenesh-gene-0.0],,0,0.912878787878788
TP03_0183,TP03_0183,548,Query,-,528,2.4e-170,580.6,3,1,1,1.3e-174,3.1e-170,580.2266846,2.96,13,524,8,542,2,545,0.97,T-complex protein 1, alpha subunit , putative,,0,1.01325757575758
GSPATT00003579001,GSPATT00003579001,532,Query,-,528,2.4e-170,580.6,6,1,1,1.1e-174,2.7e-170,580.4467773,6,3,524,2,528,1,532,0.99,,,0,0.998106060606061
Natgr_2334,Natgr_2334,550,Query,-,528,2.5e-170,580.6,16,1,1,1.2e-174,3e-170,580.3082886,16.04,3,523,5,523,3,528,0.97,thermosome subunit,,0,0.982954545454545
C483_07197,C483_07197,554,Query,-,528,2.9e-170,580.3,17.7,1,1,1.5e-174,3.5e-170,580.0777588,17.67,3,523,9,527,7,532,0.98,thermosome,,0,0.982954545454545
GSPATT00000258001,GSPATT00000258001,532,Query,-,528,3e-170,580.3,5,1,1,1.4e-174,3.3e-170,580.1419067,5.04,3,523,2,527,1,532,0.99,,,0,0.996212121212121
BBBOND_0209860,BBBOND_0209860,535,Query,-,528,3e-170,580.3,23.1,1,1,1.5e-174,3.6e-170,580.0106812,23.15,14,517,21,532,9,535,0.97,T-complex protein 1 delta subunit, putative,,0,0.96969696969697
DYB28_001564,DYB28_001564,541,Query,-,528,3.1e-170,580.2,0.1,1,1,1.6e-174,3.7e-170,579.9667358,0.05,34,525,3,494,1,496,0.97,hypothetical protein,,0,0.931818181818182
AMS69_05075,AMS69_05075,559,Query,-,528,3.5e-170,580,17.2,1,1,1.9e-174,4.5e-170,579.6992798,17.24,3,521,9,527,7,532,0.97,thermosome subunit,,0,0.982954545454545
KN541227.1_FG002,KN541227.1_FG002,560,Query,-,528,3.5e-170,580,10.8,1,1,1.6e-173,3.8e-169,576.6497192,10.8,12,519,19,549,8,553,0.96,,,0,1.00568181818182
C489_07195,C489_07195,552,Query,-,528,3.7e-170,580,17.5,1,1,1.8e-174,4.4e-170,579.7474365,17.5,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
C443_11811,C443_11811,554,Query,-,528,3.9e-170,579.9,17.5,1,1,2e-174,4.9e-170,579.5930176,17.45,3,521,4,522,2,527,0.97,thermosome subunit beta,,0,0.982954545454545
GSBRNA2T00111555001,GSBRNA2T00111555001,513,Query,-,528,4.2e-170,579.8,3,1,1,2e-174,4.8e-170,579.6031494,3,44,525,1,487,1,490,0.98,,,0,0.922348484848485
C486_09225,C486_09225,552,Query,-,528,4.2e-170,579.8,16.9,1,1,2.1e-174,5.1e-170,579.5285645,16.9,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
BBOV_IV005030,BBOV_IV005030,535,Query,-,528,4.3e-170,579.8,25.7,1,1,2.2e-174,5.2e-170,579.4985962,25.69,14,517,21,532,12,535,0.98,T-complex protein 1 delta subunit, putative,,0,0.96969696969697
BGIOSGA028596,BGIOSGA028596,550,Query,-,528,4.4e-170,579.7,10.9,1,1,1.9e-173,4.5e-169,576.3947754,10.88,12,519,19,549,8,550,0.96,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A2YUU5],,0,1.00568181818182
Dr12765,Dr12765,611,Query,-,528,5e-170,579.6,4.5,1,1,3e-174,7.1e-170,579.0521851,4.48,2,524,48,565,47,568,0.98,,,0,0.981060606060606
PPERSA_05073,PPERSA_05073,540,Query,-,528,5.1e-170,579.5,16.6,1,1,2.6e-174,6.2e-170,579.2414551,16.64,6,525,14,538,10,540,0.97,GroEL-like apical domain,,0,0.994318181818182
C437_08197,C437_08197,554,Query,-,528,5.2e-170,579.5,17.5,1,1,2.7e-174,6.4e-170,579.2005615,17.5,3,521,4,522,2,527,0.97,thermosome subunit beta,,0,0.982954545454545
BOVATA_012160,BOVATA_012160,535,Query,-,528,5.3e-170,579.5,22.8,1,1,2.7e-174,6.4e-170,579.2064819,22.79,14,517,21,532,9,535,0.97,T-complex 1 delta subunit,,0,0.96969696969697
Gasu_30090,Gasu_30090,531,Query,-,528,5.3e-170,579.5,19.4,1,1,2.7e-174,6.5e-170,579.1821899,19.35,10,519,14,530,5,531,0.98,T-complex protein 1 subunit,,0,0.979166666666667
aug1.33_g11121,aug1.33_g11121,535,Query,-,528,5.3e-170,579.5,11,1,1,2.6e-174,6.1e-170,579.2611084,10.97,8,524,15,532,8,535,0.98,,,0,0.981060606060606
Hmuk_0971,Hmuk_0971,552,Query,-,528,5.3e-170,579.5,16.8,1,1,2.8e-174,6.6e-170,579.1550293,16.78,3,521,4,522,2,527,0.97,thermosome,,0,0.982954545454545
SteCoe_23141,SteCoe_23141,544,Query,-,528,6e-170,579.3,17.1,1,1,3.1e-174,7.3e-170,579.0042114,17.05,13,526,8,540,2,542,0.97,hypothetical protein,,0,1.0094696969697
C476_05842,C476_05842,550,Query,-,528,6.1e-170,579.3,17.7,1,1,3.1e-174,7.3e-170,579.0106201,17.73,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
Mbur_0972,Mbur_0972,537,Query,-,528,6.1e-170,579.3,30.2,1,1,3.4e-174,8e-170,578.8726807,30.19,7,524,9,522,5,525,0.98,Thermosome subunit,,0,0.973484848484849
AK812_SmicGene8189,AK812_SmicGene8189,1607,Query,-,528,6.7e-170,579.1,18.9,1,1,4.1e-174,9.7e-170,578.6026001,18.94,10,522,141,663,133,668,0.98,T-complex protein 1 subunit delta,,0,0.990530303030303
FCC1311_027232,FCC1311_027232,527,Query,-,528,7.1e-170,579,6.6,1,1,3.5e-174,8.4e-170,578.8041382,6.61,6,524,6,524,1,526,0.98,T-complex protein 1 subunit beta,,0,0.982954545454545
THAPSDRAFT_24084,THAPSDRAFT_24084,534,Query,-,528,7.2e-170,579,3.7,1,1,3.7e-174,8.8e-170,578.749939,3.71,12,518,15,532,7,534,0.97,t-complex protein 1 delta subunit,,0,0.981060606060606
ZOD2009_18310,ZOD2009_18310,539,Query,-,528,7.5e-170,579,20.3,1,1,3.7e-174,8.9e-170,578.7276611,20.32,10,522,3,509,1,514,0.98,thermosome,,0,0.960227272727273
cyc_01203,cyc_01203,584,Query,-,528,7.6e-170,579,2.4,1,1,4e-174,9.6e-170,578.6110229,2.41,24,525,54,580,49,583,0.98,TCP-1 CPN60 family chaperonin,,0,0.998106060606061
TRFO_35170,TRFO_35170,527,Query,-,528,7.8e-170,578.9,14,1,1,3.7e-174,8.9e-170,578.7332764,13.97,4,523,5,523,2,527,0.98,T-complex protein 1 subunit beta,,0,0.982954545454545
AMSG_08740,AMSG_08740,536,Query,-,528,8.4e-170,578.8,12.9,1,1,3.9e-174,9.4e-170,578.6542969,12.91,3,524,7,533,5,536,0.96,T-complex protein 1 subunit beta,,0,0.998106060606061
C485_18504,C485_18504,552,Query,-,528,8.7e-170,578.8,16.6,1,1,4.4e-174,1e-169,578.5050659,16.56,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
MACL_00000080,MACL_00000080,550,Query,-,528,9.2e-170,578.7,2.8,1,1,4.8e-174,1.1e-169,578.3770752,2.84,7,524,14,546,9,549,0.97,T-complex protein subunit beta,,0,1.0094696969697
TOT_030000147,TOT_030000147,550,Query,-,528,9.2e-170,578.7,2.8,1,1,4.8e-174,1.1e-169,578.3770752,2.84,7,524,14,546,9,549,0.97,T-complex protein subunit beta,,0,1.0094696969697
TRIDC7AG006650,TRIDC7AG006650,538,Query,-,528,9.5e-170,578.6,16.3,1,1,4.9e-174,1.2e-169,578.3301392,16.29,41,523,37,536,34,538,0.98,,,0,1.00189393939394
SZ63_00380,SZ63_00380,529,Query,-,528,9.7e-170,578.6,20,1,1,4.9e-174,1.2e-169,578.3392944,20.03,3,520,5,522,3,528,0.98,thermosome subunit,,0,0.981060606060606
AUR64_06015,AUR64_06015,545,Query,-,528,1e-169,578.6,16.4,1,1,5e-174,1.2e-169,578.2952881,16.37,6,521,2,515,1,521,0.97,thermosome subunit,,0,0.973484848484849
BXIN_0106,BXIN_0106,535,Query,-,528,1e-169,578.5,22,1,1,5e-174,1.2e-169,578.3106689,21.99,14,517,21,532,8,535,0.97,T-complex protein 1 subunit delta,,0,0.96969696969697
GSMUA_Achr2G21510_001,GSMUA_Achr2G21510_001,513,Query,-,528,1.1e-169,578.4,0.8,1,1,5.3e-174,1.3e-169,578.2174683,0.85,44,525,1,485,1,488,0.98,T-complex protein 1 subunit eta [Source:GMGC_GENE;Acc:GSMUA_Achr2G21510_001],,0,0.918560606060606
AURANDRAFT_54827,AURANDRAFT_54827,527,Query,-,528,1.2e-169,578.4,9.4,1,1,5.4e-174,1.3e-169,578.208252,9.42,6,524,4,524,1,527,0.98,hypothetical protein,,0,0.986742424242424
C438_09777,C438_09777,547,Query,-,528,1.2e-169,578.3,18.7,1,1,6e-174,1.4e-169,578.038208,18.67,6,521,2,517,1,523,0.98,thermosome subunit 2,,0,0.977272727272727
AUR65_18855,AUR65_18855,547,Query,-,528,1.3e-169,578.2,18.8,1,1,6.8e-174,1.6e-169,577.8754883,18.8,6,521,2,517,1,523,0.98,thermosome subunit,,0,0.977272727272727
C441_09786,C441_09786,546,Query,-,528,1.3e-169,578.2,18.4,1,1,6.7e-174,1.6e-169,577.8775024,18.42,6,521,2,517,1,523,0.98,thermosome subunit 2,,0,0.977272727272727
C496_10866,C496_10866,545,Query,-,528,1.4e-169,578.1,18.9,1,1,7.1e-174,1.7e-169,577.8126221,18.9,6,522,2,516,1,521,0.97,thermosome,,0,0.975378787878788
Mhun_0972,Mhun_0972,532,Query,-,528,1.5e-169,578,27.6,1,1,7.3e-174,1.8e-169,577.7559814,27.61,2,522,4,523,3,529,0.97,chaperonin Cpn60/TCP-1,,0,0.984848484848485
C481_04808,C481_04808,550,Query,-,528,1.5e-169,578,19.7,1,1,7.5e-174,1.8e-169,577.7290039,19.74,3,523,5,523,3,528,0.97,thermosome,,0,0.982954545454545
SS50377_11183,SS50377_11183,585,Query,-,528,1.6e-169,577.9,4.6,1,1,8.3e-174,2e-169,577.5875244,4.64,3,523,10,537,8,542,0.98,TCP-1 chaperonin subunit eta,,0,1
Esi_0147_0083,Esi_0147_0083,530,Query,-,528,1.6e-169,577.9,13.2,1,1,8.2e-174,2e-169,577.5921631,13.22,11,518,12,528,4,530,0.97,conserved unknown protein,,0,0.979166666666667
EDI_237790,EDI_237790,544,Query,-,528,1.7e-169,577.8,16.3,1,1,8.7e-174,2.1e-169,577.5144653,16.32,13,525,13,538,8,541,0.98,T-complex protein 1 subunit alpha, putative,,0,0.996212121212121
DYB32_010264,DYB32_010264,538,Query,-,528,1.7e-169,577.8,1.1,1,1,8.2e-174,1.9e-169,577.6032104,1.12,7,527,3,530,1,531,0.98,hypothetical protein,,0,1
SteCoe_16600,SteCoe_16600,533,Query,-,528,1.7e-169,577.8,10.6,1,1,8.6e-174,2e-169,577.534729,10.57,3,522,2,527,1,532,0.99,hypothetical protein,,0,0.996212121212121
C490_09818,C490_09818,544,Query,-,528,1.8e-169,577.7,16.9,1,1,8.8e-174,2.1e-169,577.4944458,16.91,6,523,2,517,1,522,0.97,thermosome,,0,0.977272727272727
HFX_0422,HFX_0422,554,Query,-,528,2.1e-169,577.5,18.3,1,1,1.1e-173,2.6e-169,577.1798706,18.34,3,521,9,527,7,533,0.98,thermosome, beta subunit,,0,0.982954545454545
Zm00001d008369,Zm00001d008369,501,Query,-,528,2.3e-169,577.4,15.5,1,2,3.9e-47,9.3e-43,159.5834656,3.02,7,122,4,121,2,126,0.94,Putative TCP-1/cpn60 chaperonin family protein,,0,0.982954545454545
Zm00001d008369,Zm00001d008369,501,Query,-,528,2.3e-169,577.4,15.5,2,2,2e-127,4.9e-123,424.4996338,4.61,146,525,123,498,121,501,0.99,Putative TCP-1/cpn60 chaperonin family protein,,0,0.982954545454545
Mbur_1960,Mbur_1960,500,Query,-,528,2.3e-169,577.4,22.2,1,1,1.1e-173,2.7e-169,577.1425171,22.2,47,523,1,479,1,483,0.98,Thermosome subunit,3aq1_B,0,0.90719696969697
CSUI_004971,CSUI_004971,583,Query,-,528,2.6e-169,577.2,10.3,1,1,1.8e-172,4.4e-168,573.137207,10.31,13,525,8,579,2,582,0.98,t-complex protein 1 subunit alpha,,0,1.08333333333333
HannXRQ_Chr15g0483021,HannXRQ_Chr15g0483021,535,Query,-,528,2.6e-169,577.2,4,1,1,1.2e-173,2.9e-169,577.0405884,3.98,5,524,3,532,1,535,0.98,putative chaperonin Cpn60/TCP-1 family,,0,1.00378787878788
