Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
AET7Gv20542300	AET7Gv20542300	188	Query	-	528	1.80E-50	185	1.8	1	1	8.50E-55	2.00E-50	184.8642273	1.79	145	326	3	187	1	188	0.98			0
TRIDC6AG058690	TRIDC6AG058690	196	Query	-	528	1.90E-50	185	0.2	1	1	9.40E-55	2.20E-50	184.7170258	0.18	194	373	1	189	1	192	0.99			0
AET6Gv20013600	AET6Gv20013600	203	Query	-	528	2.10E-50	184.8	0.2	1	1	9.70E-55	2.30E-50	184.675705	0.22	295	496	1	203	1	203	0.98			1
g21100	g21100	195	Query	-	528	5.10E-50	183.5	4.6	1	2	5.10E-36	1.20E-31	122.8922119	1.6	6	108	7	112	3	120	0.92			0
g21100	g21100	195	Query	-	528	5.10E-50	183.5	4.6	2	2	1.60E-17	3.70E-13	61.90349197	0.07	429	500	123	195	116	195	0.94			0
HORVU1Hr1G052730	HORVU1Hr1G052730	202	Query	-	528	8.80E-50	182.8	0.5	1	1	4.20E-54	1.00E-49	182.5557251	0.51	333	504	13	193	1	199	0.95			0
MACK_00001929	MACK_00001929	176	Query	-	528	9.40E-50	182.7	0	1	1	4.30E-54	1.00E-49	182.5412445	0.01	353	525	1	173	1	176	0.98	molecular chaperone protein		0
RFI_39043	RFI_39043	208	Query	-	528	1.70E-49	181.8	2.6	1	1	8.70E-54	2.10E-49	181.5249176	2.61	2	143	63	204	62	207	0.97	chaperonin containing TCP1 eta subunit		0
DFA_06024	DFA_06024	592	Query	-	528	2.10E-49	181.5	0.7	1	1	2.60E-49	6.10E-45	166.7825928	1.02	53	513	69	591	64	592	0.82	hypothetical protein		0
CSUI_000948	CSUI_000948	174	Query	-	528	4.50E-49	180.4	1.3	1	1	2.10E-53	4.90E-49	180.296051	1.34	352	519	2	170	1	174	0.98	t-complex protein epsilon subunit (tcp-1-epsilon)		0
OPUNC11G14670	OPUNC11G14670	390	Query	-	528	6.80E-49	179.8	6.2	1	3	4.00E-16	9.60E-12	57.23900604	0.33	26	147	61	164	47	175	0.84			0
OPUNC11G14670	OPUNC11G14670	390	Query	-	528	6.80E-49	179.8	6.2	2	3	1.20E-05	0.29	22.66996384	0.17	247	303	182	238	174	242	0.87			0
OPUNC11G14670	OPUNC11G14670	390	Query	-	528	6.80E-49	179.8	6.2	3	3	1.40E-29	3.20E-25	101.691246	0.09	353	499	236	380	235	385	0.95			0
Bo2g052690	Bo2g052690	264	Query	-	528	1.20E-48	179	3	1	1	2.60E-51	6.30E-47	173.3380432	2.99	7	260	9	249	5	252	0.92			0
Zm00001d008369	Zm00001d008369	198	Query	-	528	1.30E-48	178.9	2.1	1	1	6.20E-53	1.50E-48	178.7215729	2.1	127	325	2	198	1	198	0.96	Putative TCP-1/cpn60 chaperonin family protein  		0
GSBRNA2T00096416001	GSBRNA2T00096416001	264	Query	-	528	2.20E-48	178.2	3.8	1	1	4.80E-51	1.10E-46	172.4933624	3.81	7	260	9	249	5	252	0.92	BnaCnng19030D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IHA5]		0
PHPALM_14835	PHPALM_14835	170	Query	-	528	5.40E-48	176.9	0.1	1	1	2.60E-52	6.30E-48	176.6422729	0.06	363	522	2	161	1	165	0.98	"T-complex protein 1, zeta subunit"		0
KM1_274840	KM1_274840	133	Query	-	528	5.90E-48	176.7	3.5	1	1	3.00E-52	7.10E-48	176.4688416	3.52	3	125	7	128	5	132	0.97	"T-complex protein 1 subunit eta, putative"		0
Zm00001d040257	Zm00001d040257	198	Query	-	528	7.50E-48	176.4	1.9	1	1	3.40E-52	8.10E-48	176.2712708	1.94	127	325	2	198	1	198	0.94	T-complex protein 1 subunit beta		0
TGBR9_272910B	TGBR9_272910B	143	Query	-	528	9.50E-48	176	0.1	1	1	4.40E-52	1.00E-47	175.9111481	0.11	378	518	1	141	1	143	0.99	T-complex protein 1 delta subunit		0
Pmar_PMAR025639	Pmar_PMAR025639	204	Query	-	528	1.20E-47	175.7	1.5	1	1	6.00E-52	1.40E-47	175.456131	1.49	8	196	12	204	7	204	0.95	"t-complex protein 1, alpha subunit, putative"		0
RFI_29559	RFI_29559	154	Query	-	528	2.70E-47	174.6	2.2	1	1	1.20E-51	2.90E-47	174.4478912	2.18	8	149	7	148	1	153	0.95	t-complex protein 1 zeta subunit		0
AET7Gv20832200	AET7Gv20832200	199	Query	-	528	3.40E-47	174.2	0.4	1	1	1.80E-51	4.20E-47	173.9241486	0.38	3	123	56	176	54	180	0.98			0
TcCL_Unassigned07336	TcCL_Unassigned07336	191	Query	-	528	4.30E-47	173.9	0.7	1	1	2.00E-51	4.80E-47	173.7395935	0.73	87	273	1	190	1	191	0.96	putative chaperonin alpha subunit		0
Pmar_PMAR022458	Pmar_PMAR022458	135	Query	-	528	4.40E-47	173.9	0.1	1	1	2.00E-51	4.80E-47	173.7212372	0.12	3	131	6	134	4	135	0.98	"T-complex protein 1 subunit zeta, putative"		0
AKJ36_03605	AKJ36_03605	130	Query	-	528	4.80E-47	173.7	1.1	1	1	2.20E-51	5.20E-47	173.5996094	1.14	4	124	9	129	6	130	0.98	thermosome subunit		0
GSBRNA2T00132007001	GSBRNA2T00132007001	264	Query	-	528	2.00E-46	171.7	3.4	1	1	5.00E-49	1.20E-44	165.8196564	3.36	7	260	9	249	5	252	0.92			0
TGCOUG_229990C	TGCOUG_229990C	172	Query	-	528	3.10E-46	171.1	0.5	1	1	1.50E-50	3.60E-46	170.8395386	0.49	373	524	1	166	1	170	0.98	putative T-complex protein 1 subunit alpha		0
Vradi0305s00110	Vradi0305s00110	302	Query	-	528	6.00E-46	170.1	6.2	1	4	2.50E-10	6.00E-06	38.12329102	0.31	44	79	1	36	1	39	0.96			0
Vradi0305s00110	Vradi0305s00110	302	Query	-	528	6.00E-46	170.1	6.2	2	4	3.00E-07	0.0073	27.93758202	0.04	178	240	36	96	35	100	0.94			0
Vradi0305s00110	Vradi0305s00110	302	Query	-	528	6.00E-46	170.1	6.2	3	4	2.30E-06	0.055	25.04647255	0.15	350	396	174	224	157	232	0.79			0
Vradi0305s00110	Vradi0305s00110	302	Query	-	528	6.00E-46	170.1	6.2	4	4	2.80E-17	6.60E-13	61.07019043	0.03	425	495	232	301	219	302	0.9			0
BVRB_034800	BVRB_034800	176	Query	-	528	8.40E-46	169.6	0.1	1	1	3.90E-50	9.20E-46	169.4948883	0.07	323	493	1	175	1	176	0.97	hypothetical protein		0
Zm00001d052056	Zm00001d052056	159	Query	-	528	1.30E-45	169	1.8	1	1	5.80E-50	1.40E-45	168.9021606	1.75	378	524	1	155	1	159	0.97	T-complex protein 1 subunit alpha  		0
MACJ_00002047	MACJ_00002047	165	Query	-	528	1.60E-45	168.7	0	1	1	7.30E-50	1.70E-45	168.5736694	0.02	364	525	1	162	1	165	0.98	molecular chaperone protein		0
EBH_0050000	EBH_0050000	217	Query	-	528	1.70E-45	168.6	2.4	1	2	4.60E-34	1.10E-29	116.4529114	1.46	44	131	1	88	1	90	0.98	"TCP-1/cpn60 family chaperonin, putative"		0
EBH_0050000	EBH_0050000	217	Query	-	528	1.70E-45	168.6	2.4	2	2	1.20E-14	2.80E-10	52.41754913	0.03	174	262	88	175	86	186	0.92	"TCP-1/cpn60 family chaperonin, putative"		0
Zm00001d018349	Zm00001d018349	159	Query	-	528	1.90E-45	168.5	1.7	1	1	8.50E-50	2.00E-45	168.3539276	1.72	378	526	1	157	1	159	0.98	T-complex protein 1 subunit alpha		0
Zm00001d053857	Zm00001d053857	164	Query	-	528	2.30E-45	168.2	0.1	1	1	1.10E-49	2.60E-45	168.0141449	0.06	391	525	1	136	1	139	0.98	T-complex protein 1 subunit eta		0
Solyc04g045410.2	Solyc04g045410.2	294	Query	-	528	3.40E-45	167.6	1.4	1	2	1.20E-09	2.80E-05	35.88993835	0	289	341	93	145	91	147	0.95			0
Solyc04g045410.2	Solyc04g045410.2	294	Query	-	528	3.40E-45	167.6	1.4	2	2	7.30E-35	1.70E-30	119.0855865	0.17	362	519	142	291	141	294	0.94			0
EMWEY_00046410	EMWEY_00046410	199	Query	-	528	5.20E-45	167	0	1	1	3.50E-49	8.30E-45	166.3382568	0.04	349	523	7	175	3	179	0.96	"TCP-1/cpn60 family chaperonin, putative"		0
C3747_103g65	C3747_103g65	274	Query	-	528	5.30E-45	167	0	1	1	3.20E-49	7.60E-45	166.4610138	0.02	87	359	3	271	1	274	0.93	"putative T-complex protein 1, beta subunit"		0
TcCL_NonESM01399	TcCL_NonESM01399	112	Query	-	528	1.20E-44	165.8	2.1	1	1	5.30E-49	1.30E-44	165.7303467	2.11	23	131	1	111	1	112	0.96	putative chaperonin containing t-complex protein		0
AK812_SmicGene44091	AK812_SmicGene44091	1418	Query	-	528	1.40E-44	165.5	0	1	1	8.80E-49	2.10E-44	165.0093842	0.01	164	352	1230	1417	1226	1418	0.98	T-complex protein 1 subunit eta		0
HORVU1Hr1G052730	HORVU1Hr1G052730	152	Query	-	528	3.10E-44	164.5	0.5	1	1	1.60E-48	3.90E-44	164.1203613	0.54	334	470	7	143	3	147	0.97			0
fgenesh2_kg.2__1010__AT1G67760.1	fgenesh2_kg.2__1010__AT1G67760.1	235	Query	-	528	3.60E-44	164.2	2.2	1	3	1.20E-10	2.80E-06	39.22156906	0.1	7	55	8	57	3	58	0.87			0
fgenesh2_kg.2__1010__AT1G67760.1	fgenesh2_kg.2__1010__AT1G67760.1	235	Query	-	528	3.60E-44	164.2	2.2	2	3	2.00E-29	4.70E-25	101.1473465	0.27	167	278	60	171	57	176	0.97			0
fgenesh2_kg.2__1010__AT1G67760.1	fgenesh2_kg.2__1010__AT1G67760.1	235	Query	-	528	3.60E-44	164.2	2.2	3	3	1.50E-05	0.35	22.3826046	0	437	478	181	223	178	231	0.92			0
AMTR_s00010p00011570	AMTR_s00010p00011570	250	Query	-	528	2.10E-43	161.7	0	1	1	1.10E-47	2.60E-43	161.4016876	0.01	72	246	73	248	72	250	0.98	hypothetical protein		0
BBJ28_00027110	BBJ28_00027110	129	Query	-	528	3.10E-43	161.2	2.5	1	1	1.40E-47	3.40E-43	161.0099335	2.47	2	122	10	129	9	129	0.97	hypothetical protein		0
AURANDRAFT_35704	AURANDRAFT_35704	176	Query	-	528	4.40E-43	160.7	0.2	1	1	2.00E-47	4.90E-43	160.5092926	0.18	366	525	1	164	1	167	0.94	hypothetical protein		0
MSHOH_0285	MSHOH_0285	225	Query	-	528	7.00E-43	160	1.6	1	1	3.50E-47	8.30E-43	159.7397461	1.6	297	518	6	223	2	225	0.94	Heat shock protein 60 family chaperone GroEL		0
MSWHS_0542	MSWHS_0542	233	Query	-	528	1.80E-42	158.7	2.4	1	1	9.50E-47	2.30E-42	158.3042297	2.36	26	201	47	220	30	225	0.92	Heat shock protein 60 family chaperone GroEL		0
EIN_314050	EIN_314050	193	Query	-	528	3.40E-42	157.7	0.3	1	1	1.70E-46	4.10E-42	157.4417877	0.28	360	525	10	175	5	178	0.93	"T-complex protein 1 subunit alpha, putative"		0
TRIDC7BG018200	TRIDC7BG018200	193	Query	-	528	4.40E-42	157.4	1.7	1	1	2.20E-46	5.20E-42	157.111908	1.69	127	299	2	177	1	183	0.96			0
CL6EHI_083260B	CL6EHI_083260B	135	Query	-	528	6.70E-42	156.7	0.2	1	1	3.10E-46	7.30E-42	156.6269226	0.18	391	523	1	133	1	135	0.98	t-complex protein 1 subunit eta putative		0
HORVU1Hr1G054530	HORVU1Hr1G054530	147	Query	-	528	1.70E-41	155.4	0.6	1	1	8.20E-46	2.00E-41	155.204895	0.64	377	519	1	144	1	146	0.97			1
GLYMA_01G130400	GLYMA_01G130400	157	Query	-	528	4.10E-41	154.1	0.2	1	1	2.20E-45	5.20E-41	153.8205872	0.16	16	121	44	149	35	151	0.97	hypothetical protein		0
Zm00001d007508	Zm00001d007508	155	Query	-	528	5.70E-41	153.7	0.3	1	1	2.80E-45	6.80E-41	153.433197	0.31	7	131	15	140	11	150	0.94	T-complex protein 1 subunit theta		0
GSBRNA2T00077241001	GSBRNA2T00077241001	128	Query	-	528	1.10E-40	152.8	2.3	1	1	4.90E-45	1.20E-40	152.6533966	2.26	44	165	1	125	1	128	0.96	BnaA03g01380D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I0X8]		1
TRIDC6AG058690	TRIDC6AG058690	166	Query	-	528	1.50E-40	152.3	0.3	1	1	7.50E-45	1.80E-40	152.0379944	0.3	372	525	11	164	8	166	0.95			0
AET7Gv20832200	AET7Gv20832200	117	Query	-	528	2.10E-40	151.8	0.2	1	1	1.00E-44	2.40E-40	151.6034698	0.23	30	123	1	94	1	98	0.98			0
AET1Gv20524000	AET1Gv20524000	160	Query	-	528	2.20E-40	151.8	1.7	1	1	1.00E-44	2.40E-40	151.6273956	1.69	225	377	1	159	1	160	0.98			0
EHI5A_051750	EHI5A_051750	113	Query	-	528	2.90E-40	151.3	4.1	1	1	1.30E-44	3.20E-40	151.1995087	4.13	3	110	7	113	5	113	0.97	"T-complex protein subunit eta, putative"		0
KIPB_004681	KIPB_004681	190	Query	-	528	1.00E-39	149.5	0.2	1	1	5.50E-44	1.30E-39	149.1989288	0.23	363	518	19	187	10	189	0.97	chaperone tailless complex polypeptide 1		0
GUITHDRAFT_108916	GUITHDRAFT_108916	224	Query	-	528	2.30E-39	148.4	0	1	1	1.20E-43	2.80E-39	148.1028137	0	147	323	2	173	1	181	0.97	hypothetical protein		0
EBH_0085150	EBH_0085150	225	Query	-	528	2.50E-39	148.2	6.7	1	2	2.20E-24	5.20E-20	84.5172348	0.03	316	400	1	85	1	88	0.97	"TCP-1/cpn60 family chaperonin, putative"		0
EBH_0085150	EBH_0085150	225	Query	-	528	2.50E-39	148.2	6.7	2	2	2.60E-18	6.20E-14	64.45588684	2.4	402	510	124	221	106	225	0.92	"TCP-1/cpn60 family chaperonin, putative"		0
VIT_08s0040g01690	VIT_08s0040g01690	180	Query	-	528	5.00E-39	147.3	0.1	1	1	2.70E-43	6.40E-39	146.9243622	0.11	302	450	12	162	5	166	0.97			0
GLYMA_04G129800	GLYMA_04G129800	136	Query	-	528	7.20E-39	146.7	0.3	1	1	3.70E-43	8.90E-39	146.4446106	0.29	16	121	23	128	14	130	0.97	hypothetical protein		0
TRIDC7AG059420	TRIDC7AG059420	120	Query	-	528	7.40E-39	146.7	0.1	1	1	3.40E-43	8.10E-39	146.5836182	0.13	402	519	2	119	1	120	0.98			0
AKJ56_02305	AKJ56_02305	159	Query	-	528	8.60E-39	146.5	0.5	1	1	4.10E-43	9.80E-39	146.3018646	0.49	395	524	3	132	1	135	0.97	thermosome subunit		0
DFA_04819	DFA_04819	591	Query	-	528	1.20E-38	146	0.4	1	3	1.00E-11	2.40E-07	42.72966003	0.01	13	70	9	66	1	70	0.89	hypothetical protein		0
DFA_04819	DFA_04819	591	Query	-	528	1.20E-38	146	0.4	2	3	1.50E-11	3.60E-07	42.15946198	0	84	145	159	222	148	230	0.85	hypothetical protein		0
DFA_04819	DFA_04819	591	Query	-	528	1.20E-38	146	0.4	3	3	1.00E-14	2.40E-10	52.62400436	0.08	361	514	382	581	380	590	0.79	hypothetical protein		0
NAEGRDRAFT_71184	NAEGRDRAFT_71184	518	Query	-	528	1.90E-38	145.3	0	1	2	1.30E-23	3.20E-19	81.92198181	0	26	217	13	210	7	227	0.76	predicted protein		0
NAEGRDRAFT_71184	NAEGRDRAFT_71184	518	Query	-	528	1.90E-38	145.3	0	2	2	2.30E-17	5.40E-13	61.36478424	0	368	516	353	514	314	517	0.82	predicted protein		0
Pmar_PMAR028348	Pmar_PMAR028348	158	Query	-	528	3.00E-38	144.7	0.1	1	1	1.50E-42	3.50E-38	144.4707489	0.05	343	481	6	149	1	153	0.96	"chaperone, putative"		0
Zm00001d052882	Zm00001d052882	507	Query	-	528	3.40E-38	144.5	0.2	1	2	3.30E-26	8.00E-22	90.501297	0.1	141	244	94	192	83	200	0.93	Putative TCP-1/cpn60 chaperonin family protein  		0
Zm00001d052882	Zm00001d052882	507	Query	-	528	3.40E-38	144.5	0.2	2	2	1.30E-14	3.00E-10	52.305439	0.01	290	373	199	282	194	286	0.9	Putative TCP-1/cpn60 chaperonin family protein  		0
MSHOH_0287	MSHOH_0287	230	Query	-	528	3.40E-38	144.5	2.5	1	1	1.80E-42	4.40E-38	144.1572571	2.45	27	198	48	217	34	224	0.9	Heat shock protein 60 family chaperone GroEL		0
EAH_00020880	EAH_00020880	148	Query	-	528	4.60E-38	144.1	0.1	1	1	2.10E-42	5.10E-38	143.9530182	0.08	382	525	1	147	1	148	0.93	"GI20643, related"		0
TRIDC6BG037710	TRIDC6BG037710	143	Query	-	528	6.00E-38	143.7	0.2	1	1	2.80E-42	6.70E-38	143.5597534	0.24	68	209	1	143	1	143	0.99			1
AKJ56_01380	AKJ56_01380	163	Query	-	528	7.30E-38	143.4	0.6	1	1	3.50E-42	8.40E-38	143.2313995	0.63	395	524	3	132	1	135	0.97	thermosome subunit		0
TRIDC6AG058690	TRIDC6AG058690	185	Query	-	528	7.70E-38	143.3	0.1	1	1	4.10E-42	9.80E-38	143.0048523	0.08	48	180	3	137	2	146	0.98			0
VIT_05s0094g00640	VIT_05s0094g00640	161	Query	-	528	1.00E-37	142.9	0.1	1	1	4.80E-42	1.20E-37	142.7707214	0.05	277	425	2	151	1	157	0.97			0
Bo6g080920	Bo6g080920	282	Query	-	528	3.90E-37	141	4.6	1	1	1.20E-36	3.00E-32	124.9132309	3.3	43	260	67	267	65	270	0.91			0
AK812_SmicGene21412	AK812_SmicGene21412	644	Query	-	528	4.40E-37	140.9	0.7	1	2	1.50E-06	0.035	25.68738365	0.1	181	228	429	476	413	485	0.81	T-complex protein 1 subunit epsilon		0
AK812_SmicGene21412	AK812_SmicGene21412	644	Query	-	528	4.40E-37	140.9	0.7	2	2	1.30E-31	3.20E-27	108.3256836	0.07	269	422	483	620	467	629	0.89	T-complex protein 1 subunit epsilon		0
DYB26_014134	DYB26_014134	175	Query	-	528	6.50E-37	140.3	0	1	1	3.20E-41	7.70E-37	140.0433502	0.01	402	525	1	128	1	130	0.96	hypothetical protein		0
Pmar_PMAR024291	Pmar_PMAR024291	206	Query	-	528	2.10E-36	138.6	1.5	1	1	1.00E-40	2.40E-36	138.4277039	1.53	360	526	19	189	11	191	0.91	"T-complex protein 1 subunit alpha, putative"		0
Pmar_PMAR014363	Pmar_PMAR014363	217	Query	-	528	2.30E-36	138.5	0.1	1	1	1.10E-40	2.70E-36	138.2352142	0.06	153	356	3	204	1	207	0.97	"chaperonin containing t-complex protein 1, theta subunit, tcpq, putative"		0
HannXRQ_Chr09g0251931	HannXRQ_Chr09g0251931	125	Query	-	528	5.90E-36	137.1	0.2	1	1	3.00E-40	7.10E-36	136.8713684	0.23	68	175	2	109	1	110	0.97	putative chaperonin Cpn60/TCP-1 family		0
EDI_101360	EDI_101360	140	Query	-	528	9.20E-36	136.5	0.3	1	1	4.40E-40	1.00E-35	136.3177948	0.34	6	129	3	127	1	136	0.94	"T-complex protein 1 subunit zeta, putative"		0
HORVU1Hr1G052730	HORVU1Hr1G052730	146	Query	-	528	1.20E-35	136.1	1.5	1	1	5.50E-40	1.30E-35	135.9747925	1.52	159	300	1	145	1	146	0.98			0
HORVU1Hr1G052730	HORVU1Hr1G052730	135	Query	-	528	1.20E-35	136.1	0.1	1	1	6.50E-40	1.50E-35	135.7509918	0.14	334	446	7	119	3	121	0.97			0
DYB35_008184	DYB35_008184	292	Query	-	528	1.70E-35	135.6	0.1	1	1	9.30E-40	2.20E-35	135.2366638	0.09	394	524	160	290	159	292	0.98	hypothetical protein		0
ETH_00038290	ETH_00038290	130	Query	-	528	1.80E-35	135.5	0.2	1	1	9.90E-40	2.40E-35	135.146637	0.22	7	118	10	127	6	129	0.93	hypothetical protein		0
AKJ61_03635	AKJ61_03635	101	Query	-	528	2.30E-35	135.2	1.6	1	1	1.00E-39	2.50E-35	135.0636444	1.63	3	95	8	100	6	101	0.98	thermosome subunit		0
Zm00001d007508	Zm00001d007508	143	Query	-	528	2.40E-35	135.1	0	1	1	1.10E-39	2.70E-35	134.9424591	0.02	398	525	3	130	1	133	0.97	T-complex protein 1 subunit theta		0
HORVU1Hr1G052730	HORVU1Hr1G052730	153	Query	-	528	3.10E-35	134.8	1.2	1	1	1.50E-39	3.60E-35	134.5419006	1.21	159	299	1	144	1	149	0.97			0
DDB_G0280227	DDB_G0280227	578	Query	-	528	4.40E-35	134.3	12.7	1	1	7.70E-38	1.80E-33	128.9099731	12.65	48	512	46	574	40	576	0.78	hypothetical protein		0
TRIDC6AG017690	TRIDC6AG017690	142	Query	-	528	4.50E-35	134.2	0.1	1	1	2.10E-39	5.00E-35	134.0709229	0.06	411	525	1	116	1	119	0.96			0
HORVU1Hr1G052730	HORVU1Hr1G052730	143	Query	-	528	8.00E-35	133.4	1.6	1	1	3.70E-39	8.80E-35	133.2641296	1.64	159	297	1	142	1	143	0.98			0
TraesCS3B02G595300	TraesCS3B02G595300	135	Query	-	528	9.00E-35	133.2	2	1	1	4.80E-39	1.20E-34	132.8730164	2.02	7	122	4	121	2	123	0.95			0
DYB37_008691	DYB37_008691	509	Query	-	528	2.70E-34	131.6	0.1	1	1	1.50E-38	3.60E-34	131.2297668	0.11	397	524	380	507	372	509	0.96	hypothetical protein		0
Zm00001d025677	Zm00001d025677	157	Query	-	528	2.80E-34	131.6	0.1	1	1	1.30E-38	3.20E-34	131.4141998	0.09	240	378	17	155	5	157	0.96			0
DYB38_001175	DYB38_001175	105	Query	-	528	2.80E-34	131.6	1.4	1	1	1.30E-38	3.10E-34	131.4729767	1.45	1	99	2	103	2	105	0.96	hypothetical protein		4
OPUNC10G14160	OPUNC10G14160	158	Query	-	528	3.30E-34	131.4	2	1	1	1.70E-38	3.90E-34	131.1106873	1.99	260	403	1	152	1	153	0.95			0
Zm00001d032634	Zm00001d032634	159	Query	-	528	8.70E-34	130	0	1	1	4.20E-38	1.00E-33	129.7765045	0.03	239	378	18	157	12	159	0.98			0
AURANDRAFT_33219	AURANDRAFT_33219	90	Query	-	528	1.20E-33	129.5	1.8	1	1	5.70E-38	1.40E-33	129.3311005	1.82	15	95	10	90	3	90	0.95	hypothetical protein		0
DYB38_010675	DYB38_010675	123	Query	-	528	1.50E-33	129.2	0.1	1	1	6.90E-38	1.60E-33	129.0719604	0.14	405	524	2	121	1	123	0.98	hypothetical protein		5
ETH_00039220	ETH_00039220	179	Query	-	528	2.40E-33	128.5	0	1	1	1.20E-37	2.90E-33	128.2652283	0.03	86	221	1	139	1	149	0.94	"T-complex protein 1 subunit alpha, related"		0
OPUNC03G38820	OPUNC03G38820	809	Query	-	528	2.70E-33	128.4	18.3	1	3	1.10E-13	2.50E-09	49.2522316	0.58	26	147	67	191	42	229	0.85			0
OPUNC03G38820	OPUNC03G38820	809	Query	-	528	2.70E-33	128.4	18.3	2	3	2.60E-14	6.20E-10	51.2616272	0.81	26	242	284	493	259	499	0.78			0
OPUNC03G38820	OPUNC03G38820	809	Query	-	528	2.70E-33	128.4	18.3	3	3	3.50E-10	8.30E-06	37.6423378	3.08	373	525	648	796	600	799	0.82			0
TTHERM_00338240	TTHERM_00338240	541	Query	-	528	2.80E-33	128.3	2.6	1	2	5.00E-22	1.20E-17	76.72847748	0.17	14	184	17	190	6	203	0.86	TCP-1/cpn60 chaperonin family protein		0
TTHERM_00338240	TTHERM_00338240	541	Query	-	528	2.80E-33	128.3	2.6	2	2	3.50E-14	8.40E-10	50.83217621	0.13	364	513	372	518	349	531	0.89	TCP-1/cpn60 chaperonin family protein		0
TGP89_419410	TGP89_419410	106	Query	-	528	4.20E-33	127.7	1.5	1	1	1.90E-37	4.50E-33	127.6290588	1.49	5	108	2	105	1	106	0.98	putative chaperonin zeta subunit		0
KIPB_015904	KIPB_015904	140	Query	-	528	4.40E-33	127.7	0	1	1	1.90E-37	4.60E-33	127.60392	0	229	353	2	126	1	140	0.95	chaperonin Cpn60/TCP-1 family		0
HannXRQ_Chr12g0385861	HannXRQ_Chr12g0385861	117	Query	-	528	5.60E-33	127.3	0.5	1	1	2.60E-37	6.20E-33	127.1520386	0.54	4	99	12	108	9	110	0.93	"putative chaperonin Cpn60/TCP-1 family, GroEL-like equatorial domain protein"		0
Bra035423	Bra035423	224	Query	-	528	5.80E-33	127.3	3.3	1	1	2.50E-36	6.00E-32	123.9027863	3.3	16	238	14	212	4	224	0.93	"AT3G03960 (E=4e-047) | chaperonin, putative "		0
AET5Gv20789500	AET5Gv20789500	110	Query	-	528	6.50E-33	127.1	0	1	1	2.90E-37	6.90E-33	127.0002975	0.03	376	481	2	107	1	110	0.97			0
OMERI03G03350	OMERI03G03350	1087	Query	-	528	7.50E-33	126.9	29.1	1	3	1.50E-11	3.50E-07	42.1857605	2.25	11	143	34	169	25	183	0.84			0
OMERI03G03350	OMERI03G03350	1087	Query	-	528	7.50E-33	126.9	29.1	2	3	1.20E-14	2.90E-10	52.37464523	2.63	17	145	542	674	530	687	0.88			0
OMERI03G03350	OMERI03G03350	1087	Query	-	528	7.50E-33	126.9	29.1	3	3	6.00E-11	1.40E-06	40.15723801	2.76	371	524	914	1062	895	1066	0.9			0
AKJ51_00640	AKJ51_00640	537	Query	-	528	8.40E-33	126.7	14	1	2	7.90E-20	1.90E-15	69.47222137	2.26	17	241	9	227	2	246	0.8	molecular chaperone GroEL		0
AKJ51_00640	AKJ51_00640	537	Query	-	528	8.40E-33	126.7	14	2	2	1.30E-17	3.00E-13	62.18272018	4.11	374	521	384	526	367	532	0.91	molecular chaperone GroEL		0
OMERI03G03350	OMERI03G03350	1109	Query	-	528	8.60E-33	126.7	29.1	1	3	1.50E-11	3.60E-07	42.12720108	2.27	11	143	34	169	25	183	0.84			0
OMERI03G03350	OMERI03G03350	1109	Query	-	528	8.60E-33	126.7	29.1	2	3	1.20E-14	2.90E-10	52.33449173	2.63	17	145	564	696	552	709	0.88			0
OMERI03G03350	OMERI03G03350	1109	Query	-	528	8.60E-33	126.7	29.1	3	3	6.20E-11	1.50E-06	40.11616135	2.76	371	524	936	1084	917	1088	0.9			0
EMWEY_00053360	EMWEY_00053360	105	Query	-	528	9.40E-33	126.6	2.6	1	1	4.20E-37	1.00E-32	126.4620514	2.65	44	144	1	101	1	105	0.97	"TCP-1/cpn60 family chaperonin, putative"		0
Mevan_0224	Mevan_0224	536	Query	-	528	9.50E-33	126.5	20.5	1	2	1.30E-22	3.10E-18	78.65748596	6.34	19	245	10	229	4	233	0.84	chaperonin GroEL		0
Mevan_0224	Mevan_0224	536	Query	-	528	9.50E-33	126.5	20.5	2	2	2.70E-15	6.30E-11	54.535923	4.49	374	526	382	527	368	529	0.92	chaperonin GroEL		0
OMERI03G03350	OMERI03G03350	1167	Query	-	528	1.10E-32	126.3	29	1	3	1.60E-11	3.90E-07	42.03194809	2.26	11	143	34	169	25	183	0.84			0
OMERI03G03350	OMERI03G03350	1167	Query	-	528	1.10E-32	126.3	29	2	3	1.70E-14	4.10E-10	51.8555603	3.39	17	146	622	755	610	814	0.87			0
OMERI03G03350	OMERI03G03350	1167	Query	-	528	1.10E-32	126.3	29	3	3	6.70E-11	1.60E-06	40.01234818	2.76	371	524	994	1142	975	1146	0.9			0
OMERI03G03350	OMERI03G03350	1199	Query	-	528	1.20E-32	126.2	28.9	1	3	1.70E-11	4.00E-07	41.97770309	2.27	11	143	34	169	25	183	0.84			0
